1706414707Connecting to host 11.11.11.16, port 5201
1706414708[  5] local 172.17.0.2 port 41796 connected to 11.11.11.16 port 5201
1706414709[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706414969[  5]  80.00-81.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414970[  5]  81.00-82.00  sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414971[  5]  82.00-83.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414972[  5]  83.00-84.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414973[  5]  84.00-85.00  sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414974[  5]  85.00-86.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414975[  5]  86.00-87.00  sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414976[  5]  87.00-88.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414977[  5]  88.00-89.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414978[  5]  89.00-90.00  sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414979[  5]  90.00-91.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414980[  5]  91.00-92.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414981[  5]  92.00-93.00  sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414982[  5]  93.00-94.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414983[  5]  94.00-95.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414984[  5]  95.00-96.00  sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414985[  5]  96.00-97.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414986[  5]  97.00-98.00  sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414987[  5]  98.00-99.00  sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414988[  5]  99.00-100.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414989[  5] 100.00-101.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414990[  5] 101.00-102.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414991[  5] 102.00-103.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414992[  5] 103.00-104.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414993[  5] 104.00-105.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414994[  5] 105.00-106.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414995[  5] 106.00-107.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414996[  5] 107.00-108.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414997[  5] 108.00-109.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706414998[  5] 109.00-110.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706414999[  5] 110.00-111.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415000[  5] 111.00-112.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415001[  5] 112.00-113.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415002[  5] 113.00-114.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415003[  5] 114.00-115.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415004[  5] 115.00-116.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415005[  5] 116.00-117.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415006[  5] 117.00-118.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415007[  5] 118.00-119.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415008[  5] 119.00-120.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415009[  5] 120.00-121.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415010[  5] 121.00-122.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415011[  5] 122.00-123.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415012[  5] 123.00-124.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415013[  5] 124.00-125.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415014[  5] 125.00-126.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415015[  5] 126.00-127.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415016[  5] 127.00-128.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415017[  5] 128.00-129.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415018[  5] 129.00-130.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415019[  5] 130.00-131.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415020[  5] 131.00-132.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415021[  5] 132.00-133.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415022[  5] 133.00-134.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415023[  5] 134.00-135.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415024[  5] 135.00-136.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415025[  5] 136.00-137.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415026[  5] 137.00-138.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415027[  5] 138.00-139.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415028[  5] 139.00-140.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415029[  5] 140.00-141.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415030[  5] 141.00-142.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415031[  5] 142.00-143.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415032[  5] 143.00-144.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415033[  5] 144.00-145.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415034[  5] 145.00-146.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415035[  5] 146.00-147.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415036[  5] 147.00-148.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415037[  5] 148.00-149.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415038[  5] 149.00-150.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415039[  5] 150.00-151.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415040[  5] 151.00-152.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415041[  5] 152.00-153.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415042[  5] 153.00-154.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415043[  5] 154.00-155.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415044[  5] 155.00-156.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415045[  5] 156.00-157.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415046[  5] 157.00-158.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415047[  5] 158.00-159.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415048[  5] 159.00-160.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415049[  5] 160.00-161.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415050[  5] 161.00-162.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415051[  5] 162.00-163.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415052[  5] 163.00-164.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415053[  5] 164.00-165.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415054[  5] 165.00-166.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415055[  5] 166.00-167.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415056[  5] 167.00-168.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415057[  5] 168.00-169.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415058[  5] 169.00-170.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415059[  5] 170.00-171.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415060[  5] 171.00-172.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415061[  5] 172.00-173.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415062[  5] 173.00-174.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415063[  5] 174.00-175.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415064[  5] 175.00-176.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415065[  5] 176.00-177.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415066[  5] 177.00-178.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415067[  5] 178.00-179.00 sec  11.9 MBytes  99.6 Mbits/sec    0    132 KBytes       
1706415068[  5] 179.00-180.00 sec  12.0 MBytes   101 Mbits/sec    0    132 KBytes       
1706415068- - - - - - - - - - - - - - - - - - - - - - - - -
1706415068[ ID] Interval           Transfer     Bitrate         Retr
1706415068[  5]   0.00-180.00 sec  2.10 GBytes   100 Mbits/sec    0             sender
1706415068[  5]   0.00-180.04 sec  2.10 GBytes   100 Mbits/sec                  receiver
1706415068
1706415068iperf Done.
1706415068Connecting to host 11.11.11.16, port 5201
1706415068[  5] local 172.17.0.2 port 56306 connected to 11.11.11.16 port 5201
1706415069[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706415069[  5]   0.00-1.00   sec  18.0 MBytes   151 Mbits/sec    0    132 KBytes       
1706415070[  5]   1.00-2.00   sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415071[  5]   2.00-3.00   sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415072[  5]   3.00-4.00   sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415073[  5]   4.00-5.00   sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415074[  5]   5.00-6.00   sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415075[  5]   6.00-7.00   sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415076[  5]   7.00-8.00   sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415077[  5]   8.00-9.00   sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415078[  5]   9.00-10.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415079[  5]  10.00-11.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415080[  5]  11.00-12.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415081[  5]  12.00-13.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415082[  5]  13.00-14.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415083[  5]  14.00-15.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415084[  5]  15.00-16.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415085[  5]  16.00-17.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415086[  5]  17.00-18.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415087[  5]  18.00-19.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415088[  5]  19.00-20.00  sec  18.0 MBytes   151 Mbits/sec    0    132 KBytes       
1706415089[  5]  20.00-21.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415090[  5]  21.00-22.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415091[  5]  22.00-23.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415092[  5]  23.00-24.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415093[  5]  24.00-25.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415094[  5]  25.00-26.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415095[  5]  26.00-27.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415096[  5]  27.00-28.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415097[  5]  28.00-29.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415098[  5]  29.00-30.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415099[  5]  30.00-31.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415100[  5]  31.00-32.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415101[  5]  32.00-33.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415102[  5]  33.00-34.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415103[  5]  34.00-35.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415104[  5]  35.00-36.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415105[  5]  36.00-37.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415106[  5]  37.00-38.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415107[  5]  38.00-39.00  sec  18.0 MBytes   151 Mbits/sec    0    132 KBytes       
1706415108[  5]  39.00-40.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415109[  5]  40.00-41.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415110[  5]  41.00-42.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415111[  5]  42.00-43.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415112[  5]  43.00-44.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415113[  5]  44.00-45.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415114[  5]  45.00-46.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415115[  5]  46.00-47.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415116[  5]  47.00-48.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415117[  5]  48.00-49.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415118[  5]  49.00-50.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415119[  5]  50.00-51.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415120[  5]  51.00-52.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415121[  5]  52.00-53.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415122[  5]  53.00-54.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415123[  5]  54.00-55.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415124[  5]  55.00-56.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415125[  5]  56.00-57.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415126[  5]  57.00-58.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415127[  5]  58.00-59.00  sec  18.0 MBytes   151 Mbits/sec    0    132 KBytes       
1706415128[  5]  59.00-60.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415129[  5]  60.00-61.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415130[  5]  61.00-62.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415131[  5]  62.00-63.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415132[  5]  63.00-64.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415133[  5]  64.00-65.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415134[  5]  65.00-66.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415135[  5]  66.00-67.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415136[  5]  67.00-68.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415137[  5]  68.00-69.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415138[  5]  69.00-70.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415139[  5]  70.00-71.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415140[  5]  71.00-72.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415141[  5]  72.00-73.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415142[  5]  73.00-74.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415143[  5]  74.00-75.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415144[  5]  75.00-76.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415145[  5]  76.00-77.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415146[  5]  77.00-78.00  sec  18.0 MBytes   151 Mbits/sec    0    132 KBytes       
1706415147[  5]  78.00-79.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415148[  5]  79.00-80.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415149[  5]  80.00-81.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415150[  5]  81.00-82.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415151[  5]  82.00-83.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415152[  5]  83.00-84.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415153[  5]  84.00-85.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415154[  5]  85.00-86.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415155[  5]  86.00-87.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415156[  5]  87.00-88.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415157[  5]  88.00-89.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415158[  5]  89.00-90.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415159[  5]  90.00-91.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415160[  5]  91.00-92.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415161[  5]  92.00-93.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415162[  5]  93.00-94.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415163[  5]  94.00-95.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415164[  5]  95.00-96.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415165[  5]  96.00-97.00  sec  17.9 MBytes   150 Mbits/sec    0    132 KBytes       
1706415166[  5]  97.00-98.00  sec  18.0 MBytes   151 Mbits/sec    0    132 KBytes       
1706415167[  5]  98.00-99.00  sec  17.8 MBytes   150 Mbits/sec    0    141 KBytes       
1706415168[  5]  99.00-100.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415169[  5] 100.00-101.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415170[  5] 101.00-102.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415171[  5] 102.00-103.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415172[  5] 103.00-104.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415173[  5] 104.00-105.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415174[  5] 105.00-106.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415175[  5] 106.00-107.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415176[  5] 107.00-108.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415177[  5] 108.00-109.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415178[  5] 109.00-110.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415179[  5] 110.00-111.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415180[  5] 111.00-112.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415181[  5] 112.00-113.00 sec  18.0 MBytes   151 Mbits/sec    0    141 KBytes       
1706415182[  5] 113.00-114.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415183[  5] 114.00-115.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415184[  5] 115.00-116.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415185[  5] 116.00-117.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415186[  5] 117.00-118.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415187[  5] 118.00-119.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415188[  5] 119.00-120.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415189[  5] 120.00-121.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415190[  5] 121.00-122.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415191[  5] 122.00-123.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415192[  5] 123.00-124.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415193[  5] 124.00-125.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415194[  5] 125.00-126.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415195[  5] 126.00-127.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415196[  5] 127.00-128.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415197[  5] 128.00-129.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415198[  5] 129.00-130.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415199[  5] 130.00-131.00 sec  17.9 MBytes   150 Mbits/sec    0    141 KBytes       
1706415200[  5] 131.00-132.00 sec  18.0 MBytes   151 Mbits/sec    0    141 KBytes       
